sst, department, storage
N, DE-Hil3-1,
F, DE-Hil3-2,
Ho, DE-Hil3-3,
P K, DE-Hil3-4,
Z, DE-Hil3-9,
MZ, DE-Hil3-9, Magazin Goschentor 
