"sst","department","storage"
"28(.)BB1-H082","@","Handapparat H082"
"28(.)BB1-H083","@","Handapparat H083"
"28(.)BB1-H084","@","Handapparat H084"
"28(.)BB1-H085","@","Handapparat H085"
"28(.)BB1-H086","@","Handapparat H086"
"28(.)BB1-H087","@","Handapparat H087"
"28(.)BB1-H088","@","Handapparat H088"
"28(.)BB1-H089","@","Handapparat H089"
"28(.)BB1-H090","@","Handapparat H090"
"28(.)BB1-H091","@","Handapparat H091"
"28(.)BB1-H092","@","Handapparat H092"
"28(.)BB1-H093","@","Handapparat H093"
"28(.)BB1-H094","@","Handapparat H094"
"28(.)BB1-H095","@","Handapparat H095"
"28(.)BB1-H096","@","Handapparat H096"
"28(.)BB1-H097","@","Handapparat H097"
"28(.)BB1-H098","@","Handapparat H098"
"28(.)BB1-H099","@","Handapparat H099"
"28(.)BB1-H100","@","Handapparat H100"
"28(.)BB2-H200","@","Handapparat H200"
"28(.)BB2-H201","@","Handapparat H201"
"28(.)BB2-H202","@","Handapparat H202"
"28(.)BB2-H203","@","Handapparat H203"
"28(.)BB2-H204","@","Handapparat H204"
"28(.)BB2-H205","@","Handapparat H205"
"28(.)BB2-H206","@","Handapparat H206"
"28(.)BB2-H207","@","Handapparat H207"
"28(.)BB2-H208","@","Handapparat H208"
"28(.)BB2-H209","@","Handapparat H209"
"28(.)BB2-H210","@","Handapparat H210"
"28(.)BB2-H211","@","Handapparat H211"
"28(.)BB2-H212","@","Handapparat H212"
"28(.)BB2-H213","@","Handapparat H213"
"28(.)BB2-H214","@","Handapparat H214"
"28(.)BB2-H215","@","Handapparat H215"
"28(.)BB2-H216","@","Handapparat H216"
"28(.)BB2-H217","@","Handapparat H217"
"28(.)BB2-H218","@","Handapparat H218"
"28(.)BB2-H219","@","Handapparat H219"
"28(.)BB2-H220","@","Handapparat H220"
"28(.)BB2-H221","@","Handapparat H221"
"28(.)BB2-H222","@","Handapparat H222"
"28(.)BB2-H223","@","Handapparat H223"
"28(.)BB2-H224","@","Handapparat H224"
"28(.)BB2-H225","@","Handapparat H225"
"28(.)BB2-H226","@","Handapparat H226"
"28(.)BB2-H227","@","Handapparat H227"
"28(.)BB2-H228","@","Handapparat H228"
"28(.)BB2-H229","@","Handapparat H229"
"28(.)BB2-H230","@","Handapparat H230"
"28(.)BB2-H231","@","Handapparat H231"
"28(.)BB2-H232","@","Handapparat H232"
"28(.)BB2-H233","@","Handapparat H233"
"28(.)BB2-H234","@","Handapparat H234"
"28(.)BB2-H235","@","Handapparat H235"
"28(.)BB2-H236","@","Handapparat H236"
"28(.)BB2-H237","@","Handapparat H237"
"28(.)BB2-H238","@","Handapparat H238"
"28(.)BB2-H239","@","Handapparat H239"
"28(.)BB2-H240","@","Handapparat H240"
"28(.)BB2-H241","@","Handapparat H241"
"28(.)BB2-H242","@","Handapparat H242"
"28(.)BB2-H243","@","Handapparat H243"
"28(.)BB2-H244","@","Handapparat H244"
"28(.)BB2-H245","@","Handapparat H245"
"28(.)BB2-H246","@","Handapparat H246"
"28(.)BB2-H247","@","Handapparat H247"
"28(.)BB2-H248","@","Handapparat H248"
"28(.)BB2-H249","@","Handapparat H249"
"28(.)BB2-H250","@","Handapparat H250"
"28(.)BB2-H251","@","Handapparat H251"
"28(.)BB2-H252","@","Handapparat H252"
"28(.)BB2-H253","@","Handapparat H253"
"28(.)BB2-H254","@","Handapparat H254"
"28(.)BB2-H255","@","Handapparat H255"
"28(.)BB2-H256","@","Handapparat H256"
"28(.)BB2-H257","@","Handapparat H257"
"28(.)BB2-H258","@","Handapparat H258"
"28(.)BB2-H259","@","Handapparat H259"
"28(.)BB2-H260","@","Handapparat H260"
"28(.)BB2-H261","@","Handapparat H261"
"28(.)BB2-H262","@","Handapparat H262"
"28(.)BB2-H263","@","Handapparat H263"
"28(.)BB2-H264","@","Handapparat H264"
"28(.)BB2-H265","@","Handapparat H265"
"28(.)BB2-H266","@","Handapparat H266"
"28(.)BB2-H267","@","Handapparat H267"
"28(.)BB2-H268","@","Handapparat H268"
"28(.)BB2-H269","@","Handapparat H269"
"28(.)BB2-H270","@","Handapparat H270"
"28(.)BB2-H271","@","Handapparat H271"
"28(.)BB2-H272","@","Handapparat H272"
"28(.)BB2-H273","@","Handapparat H273"
"28(.)BB2-H274","@","Handapparat H274"
"28(.)BB2-H275","@","Handapparat H275"
"28(.)BB2-H276","@","Handapparat H276"
"28(.)BB2-H277","@","Handapparat H277"
"28(.)BB2-H278","@","Handapparat H278"
"28(.)BB2-H279","@","Handapparat H279"
"28(.)BB2-H280","@","Handapparat H280"
"28(.)BB2-H281","@","Handapparat H281"
"28(.)BB2-H282","@","Handapparat H282"
"28(.)BB2-H283","@","Handapparat H283"
"28(.)BB2-H284","@","Handapparat H284"
"28(.)BB2-H285","@","Handapparat H285"
"28(.)BB2-H286","@","Handapparat H286"
"28(.)BB2-H287","@","Handapparat H287"
"28(.)BB2-H288","@","Handapparat H288"
"28(.)BB2-H289","@","Handapparat H289"
"28(.)BB2-H290","@","Handapparat H290"
"28(.)BB2-H291","@","Handapparat H291"
"28(.)BB2-H292","@","Handapparat H292"
"28(.)BB2-H293","@","Handapparat H293"
"28(.)BB2-H294","@","Handapparat H294"
"28(.)BB2-H295","@","Handapparat H295"
"28(.)BB2-H296","@","Handapparat H296"
"28(.)BB2-H297","@","Handapparat H297"
"28(.)BB2-H298","@","Handapparat H298"
"28(.)BB2-H299","@","Handapparat H299"
"28(.)BB2-H300","@","Handapparat H300"
"28(.)BB3-H400","@","Handapparat H400"
"28(.)BB3-H401","@","Handapparat H401"
"28(.)BB3-H402","@","Handapparat H402"
"28(.)BB3-H403","@","Handapparat H403"
"28(.)BB3-H404","@","Handapparat H404"
"28(.)BB3-H405","@","Handapparat H405"
"28(.)BB3-H406","@","Handapparat H406"
"28(.)BB3-H407","@","Handapparat H407"
"28(.)BB3-H408","@","Handapparat H408"
"28(.)BB3-H409","@","Handapparat H409"
"28(.)BB3-H410","@","Handapparat H410"
"28(.)BB3-H411","@","Handapparat H411"
"28(.)BB3-H412","@","Handapparat H412"
"28(.)BB3-H413","@","Handapparat H413"
"28(.)BB3-H414","@","Handapparat H414"
"28(.)BB3-H415","@","Handapparat H415"
"28(.)BB3-H416","@","Handapparat H416"
"28(.)BB3-H417","@","Handapparat H417"
"28(.)BB3-H418","@","Handapparat H418"
"28(.)BB3-H419","@","Handapparat H419"
"28(.)BB3-H420","@","Handapparat H420"
"28(.)BB3-H421","@","Handapparat H421"
"28(.)BB3-H422","@","Handapparat H422"
"28(.)BB3-H423","@","Handapparat H423"
"28(.)BB3-H424","@","Handapparat H424"
"28(.)BB3-H425","@","Handapparat H425"
"28(.)BB3-H426","@","Handapparat H426"
"28(.)BB3-H427","@","Handapparat H427"
"28(.)BB3-H428","@","Handapparat H428"
"28(.)BB3-H429","@","Handapparat H429"
"28(.)BB3-H430","@","Handapparat H430"
"28(.)BB3-H431","@","Handapparat H431"
"28(.)BB3-H432","@","Handapparat H432"
"28(.)BB3-H433","@","Handapparat H433"
"28(.)BB3-H434","@","Handapparat H434"
"28(.)BB3-H435","@","Handapparat H435"
"28(.)BB3-H436","@","Handapparat H436"
"28(.)BB3-H437","@","Handapparat H437"
"28(.)BB3-H438","@","Handapparat H438"
"28(.)BB3-H439","@","Handapparat H439"
"28(.)BB3-H440","@","Handapparat H440"
"28(.)BB3-H441","@","Handapparat H441"
"28(.)BB3-H442","@","Handapparat H442"
"28(.)BB3-H443","@","Handapparat H443"
"28(.)BB3-H444","@","Handapparat H444"
"28(.)BB3-H445","@","Handapparat H445"
"28(.)BB3-H446","@","Handapparat H446"
"28(.)BB3-H447","@","Handapparat H447"
"28(.)BB3-H448","@","Handapparat H448"
"28(.)BB3-H449","@","Handapparat H449"
"28(.)BB3-H450","@","Handapparat H450"
"28(.)BB3-H451","@","Handapparat H451"
"28(.)BB3-H452","@","Handapparat H452"
"28(.)BB3-H453","@","Handapparat H453"
"28(.)BB3-H454","@","Handapparat H454"
"28(.)BB3-H455","@","Handapparat H455"
"28(.)BB3-H456","@","Handapparat H456"
"28(.)BB3-H457","@","Handapparat H457"
"28(.)BB3-H458","@","Handapparat H458"
"28(.)BB3-H459","@","Handapparat H459"
"28(.)BB3-H460","@","Handapparat H460"
"28(.)BB3-H461","@","Handapparat H461"
"28(.)BB3-H462","@","Handapparat H462"
"28(.)BB3-H463","@","Handapparat H463"
"28(.)BB3-H464","@","Handapparat H464"
"28(.)BB3-H465","@","Handapparat H465"
"28(.)BB3-H466","@","Handapparat H466"
"28(.)BB3-H467","@","Handapparat H467"
"28(.)BB3-H468","@","Handapparat H468"
"28(.)BB3-H469","@","Handapparat H469"
"28(.)BB3-H470","@","Handapparat H470"
"28(.)BB3-H471","@","Handapparat H471"
"28(.)BB3-H472","@","Handapparat H472"
"28(.)BB3-H473","@","Handapparat H473"
"28(.)BB3-H474","@","Handapparat H474"
"28(.)BB3-H475","@","Handapparat H475"
"28(.)BB3-H476","@","Handapparat H476"
"28(.)BB3-H477","@","Handapparat H477"
"28(.)BB3-H478","@","Handapparat H478"
"28(.)BB3-H479","@","Handapparat H479"
"28(.)BB3-H480","@","Handapparat H480"
"28(.)BB3-H481","@","Handapparat H481"
"28(.)BB3-H482","@","Handapparat H482"
"28(.)BB3-H483","@","Handapparat H483"
"28(.)BB3-H484","@","Handapparat H484"
"28(.)BB3-H485","@","Handapparat H485"
"28(.)BB3-H486","@","Handapparat H486"
"28(.)BB3-H487","@","Handapparat H487"
"28(.)BB3-H488","@","Handapparat H488"
"28(.)BB3-H489","@","Handapparat H489"
"28(.)BB3-H490","@","Handapparat H490"
"28(.)BB3-H491","@","Handapparat H491"
"28(.)BB3-H492","@","Handapparat H492"
"28(.)BB3-H493","@","Handapparat H493"
"28(.)BB3-H494","@","Handapparat H494"
"28(.)BB3-H495","@","Handapparat H495"
"28(.)BB3-H496","@","Handapparat H496"
"28(.)BB3-H497","@","Handapparat H497"
"28(.)BB3-H498","@","Handapparat H498"
"28(.)BB3-H499","@","Handapparat H499"
"28(.)BB3-H500","@","Handapparat H500"
"28(.)BB4-H600","@","Handapparat H600"
"28(.)BB4-H601","@","Handapparat H601"
"28(.)BB4-H602","@","Handapparat H602"
"28(.)BB4-H603","@","Handapparat H603"
"28(.)BB4-H604","@","Handapparat H604"
"28(.)BB4-H605","@","Handapparat H605"
"28(.)BB4-H606","@","Handapparat H606"
"28(.)BB4-H607","@","Handapparat H607"
"28(.)BB4-H608","@","Handapparat H608"
"28(.)BB4-H609","@","Handapparat H609"
"28(.)BB4-H610","@","Handapparat H610"
"28(.)BB4-H611","@","Handapparat H611"
"28(.)BB4-H612","@","Handapparat H612"
"28(.)BB4-H613","@","Handapparat H613"
"28(.)BB4-H614","@","Handapparat H614"
"28(.)BB4-H615","@","Handapparat H615"
"28(.)BB4-H616","@","Handapparat H616"
"28(.)BB4-H617","@","Handapparat H617"
"28(.)BB4-H618","@","Handapparat H618"
"28(.)BB4-H619","@","Handapparat H619"
"28(.)BB4-H620","@","Handapparat H620"
"28(.)BB4-H621","@","Handapparat H621"
"28(.)BB4-H622","@","Handapparat H622"
"28(.)BB4-H623","@","Handapparat H623"
"28(.)BB4-H624","@","Handapparat H624"
"28(.)BB4-H625","@","Handapparat H625"
"28(.)BB4-H626","@","Handapparat H626"
"28(.)BB4-H627","@","Handapparat H627"
"28(.)BB4-H628","@","Handapparat H628"
"28(.)BB4-H629","@","Handapparat H629"
"28(.)BB4-H630","@","Handapparat H630"
"28(.)BB4-H631","@","Handapparat H631"
"28(.)BB4-H632","@","Handapparat H632"
"28(.)BB4-H633","@","Handapparat H633"
"28(.)BB4-H634","@","Handapparat H634"
"28(.)BB4-H635","@","Handapparat H635"
"28(.)BB4-H636","@","Handapparat H636"
"28(.)BB4-H637","@","Handapparat H637"
"28(.)BB4-H638","@","Handapparat H638"
"28(.)BB4-H639","@","Handapparat H639"
"28(.)BB4-H640","@","Handapparat H640"
"28(.)BB4-H641","@","Handapparat H641"
"28(.)BB4-H642","@","Handapparat H642"
"28(.)BB4-H643","@","Handapparat H643"
"28(.)BB4-H644","@","Handapparat H644"
"28(.)BB4-H645","@","Handapparat H645"
"28(.)BB4-H646","@","Handapparat H646"
"28(.)BB4-H647","@","Handapparat H647"
"28(.)BB4-H648","@","Handapparat H648"
"28(.)BB4-H649","@","Handapparat H649"
"28(.)BB4-H650","@","Handapparat H650"
"28(.)BB4-H651","@","Handapparat H651"
"28(.)BB4-H652","@","Handapparat H652"
"28(.)BB4-H653","@","Handapparat H653"
"28(.)BB4-H654","@","Handapparat H654"
"28(.)BB4-H655","@","Handapparat H655"
"28(.)BB4-H656","@","Handapparat H656"
"28(.)BB4-H657","@","Handapparat H657"
"28(.)BB4-H658","@","Handapparat H658"
"28(.)BB4-H659","@","Handapparat H659"
"28(.)BB4-H660","@","Handapparat H660"
"28(.)BB4-H661","@","Handapparat H661"
"28(.)BB4-H662","@","Handapparat H662"
"28(.)BB4-H663","@","Handapparat H663"
"28(.)BB4-H664","@","Handapparat H664"
"28(.)BB4-H665","@","Handapparat H665"
"28(.)BB4-H666","@","Handapparat H666"
"28(.)BB4-H667","@","Handapparat H667"
"28(.)BB4-H668","@","Handapparat H668"
"28(.)BB4-H669","@","Handapparat H669"
"28(.)BB4-H670","@","Handapparat H670"
"28(.)BB4-H671","@","Handapparat H671"
"28(.)BB4-H672","@","Handapparat H672"
"28(.)BB4-H673","@","Handapparat H673"
"28(.)BB4-H674","@","Handapparat H674"
"28(.)BB4-H675","@","Handapparat H675"
"28(.)BB4-H676","@","Handapparat H676"
"28(.)BB4-H677","@","Handapparat H677"
"28(.)BB4-H678","@","Handapparat H678"
"28(.)BB4-H679","@","Handapparat H679"
"28(.)BB4-H680","@","Handapparat H680"
"28(.)BB4-H681","@","Handapparat H681"
"28(.)BB4-H682","@","Handapparat H682"
"28(.)BB4-H683","@","Handapparat H683"
"28(.)BB4-H684","@","Handapparat H684"
"28(.)BB4-H685","@","Handapparat H685"
"28(.)BB4-H686","@","Handapparat H686"
"28(.)BB4-H687","@","Handapparat H687"
"28(.)BB4-H688","@","Handapparat H688"
"28(.)BB4-H689","@","Handapparat H689"
"28(.)BB4-H690","@","Handapparat H690"
"28(.)BB4-H691","@","Handapparat H691"
"28(.)BB4-H692","@","Handapparat H692"
"28(.)BB4-H693","@","Handapparat H693"
"28(.)BB4-H694","@","Handapparat H694"
"28(.)BB4-H695","@","Handapparat H695"
"28(.)BB4-H696","@","Handapparat H696"
"28(.)BB4-H697","@","Handapparat H697"
"28(.)BB4-H698","@","Handapparat H698"
"28(.)BB4-H699","@","Handapparat H699"
"28(.)BB4-H700","@","Handapparat H700"
"28(.)361-H800","@","Handapparat H800"
"28(.)361-H801","@","Handapparat H801"
"28(.)361-H802","@","Handapparat H802"
"28(.)361-H803","@","Handapparat H803"
"28(.)361-H804","@","Handapparat H804"
"28(.)361-H805","@","Handapparat H805"
"28(.)361-H806","@","Handapparat H806"
"28(.)361-H807","@","Handapparat H807"
"28(.)361-H808","@","Handapparat H808"
"28(.)361-H809","@","Handapparat H809"
"28(.)361-H810","@","Handapparat H810"
"28(.)361-H811","@","Handapparat H811"
"28(.)361-H812","@","Handapparat H812"
"28(.)361-H813","@","Handapparat H813"
"28(.)361-H814","@","Handapparat H814"
"28(.)361-H815","@","Handapparat H815"
"28(.)361-H816","@","Handapparat H816"
"28(.)361-H817","@","Handapparat H817"
"28(.)361-H818","@","Handapparat H818"
"28(.)361-H819","@","Handapparat H819"
"28(.)361-H820","@","Handapparat H820"
"28(.)361-H821","@","Handapparat H821"
"28(.)361-H822","@","Handapparat H822"
"28(.)361-H823","@","Handapparat H823"
"28(.)361-H824","@","Handapparat H824"
"28(.)361-H825","@","Handapparat H825"
"28(.)361-H826","@","Handapparat H826"
"28(.)361-H827","@","Handapparat H827"
"28(.)361-H828","@","Handapparat H828"
"28(.)361-H829","@","Handapparat H829"
"28(.)361-H830","@","Handapparat H830"
"28(.)361-H831","@","Handapparat H831"
"28(.)361-H832","@","Handapparat H832"
"28(.)361-H833","@","Handapparat H833"
"28(.)361-H834","@","Handapparat H834"
"28(.)361-H835","@","Handapparat H835"
"28(.)361-H836","@","Handapparat H836"
"28(.)361-H837","@","Handapparat H837"
"28(.)361-H838","@","Handapparat H838"
"28(.)361-H839","@","Handapparat H839"
"28(.)361-H840","@","Handapparat H840"
"28(.)361-H841","@","Handapparat H841"
"28(.)361-H842","@","Handapparat H842"
"28(.)361-H843","@","Handapparat H843"
"28(.)361-H844","@","Handapparat H844"
"28(.)361-H845","@","Handapparat H845"
"28(.)361-H846","@","Handapparat H846"
"28(.)361-H847","@","Handapparat H847"
"28(.)361-H848","@","Handapparat H848"
"28(.)361-H849","@","Handapparat H849"
"28(.)361-H850","@","Handapparat H850"
"28(.)361-H851","@","Handapparat H851"
"28(.)361-H852","@","Handapparat H852"
"28(.)361-H853","@","Handapparat H853"
"28(.)361-H854","@","Handapparat H854"
"28(.)361-H855","@","Handapparat H855"
"28(.)361-H856","@","Handapparat H856"
"28(.)361-H857","@","Handapparat H857"
"28(.)361-H858","@","Handapparat H858"
"28(.)361-H859","@","Handapparat H859"
"28(.)361-H860","@","Handapparat H860"
"28(.)361-H861","@","Handapparat H861"
"28(.)361-H862","@","Handapparat H862"
"28(.)361-H863","@","Handapparat H863"
"28(.)361-H864","@","Handapparat H864"
"28(.)361-H865","@","Handapparat H865"
"28(.)361-H866","@","Handapparat H866"
"28(.)361-H867","@","Handapparat H867"
"28(.)361-H868","@","Handapparat H868"
"28(.)361-H869","@","Handapparat H869"
"28(.)361-H870","@","Handapparat H870"
"28(.)361-H871","@","Handapparat H871"
"28(.)361-H872","@","Handapparat H872"
"28(.)361-H873","@","Handapparat H873"
"28(.)361-H874","@","Handapparat H874"
"28(.)361-H875","@","Handapparat H875"
"28(.)361-H876","@","Handapparat H876"
"28(.)361-H877","@","Handapparat H877"
"28(.)361-H878","@","Handapparat H878"
"28(.)361-H879","@","Handapparat H879"
"28(.)361-H880","@","Handapparat H880"
"28(.)361-H881","@","Handapparat H881"
"28(.)361-H882","@","Handapparat H882"
"28(.)361-H883","@","Handapparat H883"
"28(.)361-H884","@","Handapparat H884"
"28(.)361-H885","@","Handapparat H885"
"28(.)361-H886","@","Handapparat H886"
"28(.)361-H887","@","Handapparat H887"
"28(.)361-H888","@","Handapparat H888"
"28(.)361-H889","@","Handapparat H889"
"28(.)361-H890","@","Handapparat H890"
"28(.)361-H891","@","Handapparat H891"
"28(.)361-H892","@","Handapparat H892"
"28(.)361-H893","@","Handapparat H893"
"28(.)361-H894","@","Handapparat H894"
"28(.)361-H895","@","Handapparat H895"
"28(.)361-H896","@","Handapparat H896"
"28(.)361-H897","@","Handapparat H897"
"28(.)361-H898","@","Handapparat H898"
"28(.)361-H899","@","Handapparat H899"
"28(.)361-H900","@","Handapparat H900"
"28(.)030","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a)"
"28(.)030-LBS","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a)"
"28(.)030-LSA","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a)"
"28(.)030-MAG","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a): Ausleihtheke"
"28(.)030-NBM","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a): Ausleihtheke"
"28(.)030-S01","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a) - Semesterapparat: Gutjahr,Marco"
"28(.)030-S02","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a) - Semesterapparat: Beyrich,T.Dr."
"28(.)030-S03","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a) - Semesterapparat: Rosenow,G.Dr."
"28(.)030-S04","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a) - Semesterapparat: Holze,H.Prof."
"28(.)030-S05","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a) - Semesterapparat: Gärtner,J.Prof."
"28(.)030-S06","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a) - Semesterapparat: Bull,K.M..Prof."
"28(.)030-S07","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a) - Semesterapparat: Sparre,S."
"28(.)030-S08","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a) - Semesterapparat: Machann,F."
"28(.)030-S09","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a) - Semesterapparat: Basisliteratur Religionspädagogik"
"28(.)030-S10","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a) - Semesterapparat: Gladisch,K."
"28(.)030-S11","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a) - Semesterapparat: Rösel,M.Prof."
"28(.)030-S12","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a) - Semesterapparat: Schmidt,S."
"28(.)030-S13","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a) - Semesterapparat: Gutjahr,Maria"
"28(.)030-S14","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a) - Semesterapparat: Holze,H.Prof./Moschos,D.Dr."
"28(.)030-S15","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a) - Semesterapparat: Kern,U.Prof"
"28(.)030-S16","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a) - Semesterapparat: Gärtner,J.Prof./Rösel,M.Prof."
"28(.)030-S17","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a) - Semesterapparat: Reinmuth,E.Prof."
"28(.)030-S18","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a) - Semesterapparat: König,Th."
"28(.)030-S19","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a) - Semesterapparat: Stümke,V./Gutjahr,Marco"
"28(.)030-S20","@","Bestand Theologie (Zeitschriftenmagazin Schwaansche Str.3a) - Semesterapparat: Seidel,F."
"28(.)049","@","FB Geisteswiss. und Theologie"
"28(.)049-TES","@","Inst. für Päd. Psychologie: Testothek"
"28(.)064","@","BB Südstadt:"
"28(.)064-LBS","@","BB Südstadt: Lehrbuchsammlung"
"28(.)064-LSA","@","BB Südstadt: Lesesaal"
"28(.)064-MAG","@","BB Südstadt: Magazin"
"28(.)064-NBM","@","BB Südstadt: Mediathek"
"28(.)064-ZM2","@","BB Südstadt: Zeitschriftenmagazin 2"
"28(.)260","@","FB Geschichte"
"28(.)260-LBS","@","FB Geschichte: Lehrbuchsammlung"
"28(.)260-LSA","@","FB Geschichte: Lesesaal"
"28(.)260-MAG","@","FB Geschichte: Magazin"
"28(.)260-NBM","@","FB Geschichte: Magazin"
"28(.)260-S01","@","FB Geschichte Semesterapparat: Hartig,S."
"28(.)260-S02","@","FB Geschichte Semesterapparat: Plessow,O.D.Prof."
"28(.)260-S03","@","FB Geschichte Semesterapparat: Völkel,M.Prof."
"28(.)260-S04","@","FB Geschichte Semesterapparat: Krüger,K.Prof."
"28(.)260-S05","@","FB Geschichte Semesterapparat: Münch,E.Prof."
"28(.)260-S06","@","FB Geschichte Semesterapparat: Bogenschneider,S."
"28(.)260-S07","@","FB Geschichte Semesterapparat: Framke,M."
"28(.)260-S08","@","FB Geschichte Semesterapparat: Niemann,M.Prof."
"28(.)260-S09","@","FB Geschichte Semesterapparat: Gro\276e,S."
"28(.)260-S10","@","FB Geschichte Semesterapparat: Werz,N.Prof."
"28(.)260-S11","@","FB Geschichte Semesterapparat: Putensen,D.Prof."
"28(.)260-S12","@","FB Geschichte Semesterapparat: Jatzlauk,M.Dr."
"28(.)260-S13","@","FB Geschichte Semesterapparat: Kroll,S.Prof."
"28(.)260-S14","@","FB Geschichte Semesterapparat: Ludwig,K."
"28(.)260-S15","@","FB Geschichte Semesterapparat: Gleba,G.Prof."
"28(.)260-S16","@","FB Geschichte Semesterapparat: v.Thiessen,H.Prof."
"28(.)260-S17","@","FB Geschichte Semesterapparat: Kreienbaum,J.Dr."
"28(.)260-S18","@","FB Geschichte Semesterapparat: Borowy,I.Dr."
"28(.)260-S19","@","FB Geschichte Semesterapparat: Heinz,M.Dr."
"28(.)260-S20","@","FB Geschichte Semesterapparat: Didaktik Geschichte"
"28(.)260-S21","@","FB Geschichte Semesterapparat: Schattkowsky,R.Prof."
"28(.)260-S22","@","FB Geschichte Semesterapparat: Schmidt,P."
"28(.)260-S23","@","FB Geschichte Semesterapparat: Detjens,F."
"28(.)260-S24","@","FB Geschichte Semesterapparat: Creuzberger,S.Prof."
"28(.)260-S25","@","FB Geschichte Semesterapparat: Gruner,W.D.Prof."
"28(.)260-S26","@","FB Geschichte Semesterapparat: Sehlmeyer,M.Dr."
"28(.)260-S27","@","FB Geschichte Semesterapparat: Gallus,A.Prof."
"28(.)260-S28","@","FB Geschichte Semesterapparat: Bütow,S.Dr."
"28(.)260-S29","@","FB Geschichte Semesterapparat: Mrotzek,F.Dr."
"28(.)260-S30","@","FB Geschichte Semesterapparat: Busch,M.Dr."
"28(.)260-S31","@","FB Geschichte Semesterapparat: Hirschhausen,U.Prof."
"28(.)260-S32","@","FB Geschichte Semesterapparat: Jens,I.Dr."
"28(.)261","@","FB Altertumswiss."
"28(.)261-LBS","@","FB Altertumswiss.: Lehrbuchsammlung"
"28(.)261-LSA","@","FB Altertumswiss.: Lesesaal"
"28(.)261-MAG","@","FB Altertumswiss.: Magazin"
"28(.)261-NBM","@","FB Altertumswiss.: Magazin"
"28(.)261-S01","@","FB Altertumswiss.: Semesterapparat"
"28(.)262","@","FB DDR-Geschichte"
"28(.)262-LSA","@","FB DDR-Geschichte: Lesesaal"
"28(.)262-MAG","@","FB DDR-Geschichte: Magazin"
"28(.)262-NBM","@","FB DDR-Geschichte: Magazin"
"28(.)262-S01","@",""
"28(.)262-S02","@",""
"28(.)262-S03","@","FB DDR-Geschichte: Leistungssport in der DDR - Zeitzeugengespräche"
"28(.)262-S04","@","FB DDR-Geschichte: Kriegsverbrecherprozesse"
"28(.)361","@","FB Rechtswissenschaft"
"28(.)361-LBS","@","FB Rechtswissenschaft: Lehrbuchsammlg"
"28(.)361-LSA","@","FB Rechtswissenschaft: Lesesaal"
"28(.)361-MAG","@","FB Rechtswissenschaft: Magazin"
"28(.)361-NBM","@","FB Rechtswissenschaft: Magazin"
"28(.)361-ALT","@","FB Rechtswissenschaft: Magazin"
"28(.)361-OSU","@","FB Rechtswissenschaft: OSU,R.-Wagner-Str.31"
"28(.)361-IFA","@","FB Rechtswissenschaft: IfA,Möllner-Str.12"
"28(.)401","@","BB Südstadt: Magazin"
"28(.)401-LBS","@","BB Südstadt: Magazin"
"28(.)401-LSA","@","BB Südstadt: Magazin"
"28(.)401-MAG","@","BB Südstadt: Magazin"
"28(.)402","@","FB Geisteswiss. und Theologie"
"28(.)402-LBS","@","FB Geisteswiss. und Theologie: Lehrbuchsammlung"
"28(.)402-LSA","@","FB Geisteswiss. und Theologie: Lesesaal"
"28(.)402-MAG","@","FB Geisteswiss. und Theologie: Magazin"
"28(.)571","@","BB Südstadt"
"28(.)601","@","FB Geisteswiss. und Theologie"
"28(.)601-LBS","@","FB Geisteswiss. und Theologie: Lehrbuchsammlung"
"28(.)601-LSA","@","FB Geisteswiss. und Theologie: Lesesaal"
"28(.)601-MAG","@","FB Geisteswiss. und Theologie: Magazin"
"28(.)602","@","FB Geisteswiss. und Theologie"
"28(.)602-LBS","@","FB Geisteswiss. und Theologie: Lehrbuchsammlung"
"28(.)602-LSA","@","FB Geisteswiss. und Theologie: Lesesaal"
"28(.)602-MAG","@","FB Geisteswiss. und Theologie: Magazin"
