sst,department,storage
ki 95,@,
ki 95 0,@,
ki 95 0-d,@,Raum K.67 (Normen)
ki 95 1,@,
ki 95 1-a,@,
ki 95 2,@,Fachbereich Landbau Osterroenfeld
ki 95 3,@,
ki 95 5,@,Fachbereich Medien Filmarchiv
