sst,department,storage
auskunft,,Auskunft
cd,,CD
galerie,,Lesesaal Galerie
handbibliothek,,Handbibliothek
hgf,,HGF
hsba,,HSBA - Bestand eingeschränkt nach Absprache nutzbar
magazin,,Magazin
parterre,,Lesesaal Parterre
shwa,,Stiftung Hanseatisches Wirtschaftsarchiv / Safebestand Commerzbibliothek
